  0.000000 	   0.020000 	 100.000000 	  -0.000726 	 533.000000 	 1931186.500000 
  0.000000 	   0.020000 	 400.000000 	  -0.000532 	 737.000000 	 904423.375000 
  0.000000 	   0.020000 	 700.000000 	  -0.000514 	 772.000000 	 904665.500000 
  0.000000 	   0.020000 	 1000.000000 	  -0.000398 	 780.000000 	 904736.062500 
  0.333333 	   0.020000 	 100.000000 	  -0.000726 	 533.000000 	 1931186.500000 
  0.333333 	   0.020000 	 400.000000 	  -0.000532 	 737.000000 	 904423.375000 
  0.333333 	   0.020000 	 700.000000 	  -0.000514 	 772.000000 	 904665.500000 
  0.333333 	   0.020000 	 1000.000000 	  -0.000398 	 780.000000 	 904736.062500 
  0.666667 	   0.020000 	 100.000000 	  -0.000726 	 533.000000 	 1931186.500000 
  0.666667 	   0.020000 	 400.000000 	  -0.000532 	 737.000000 	 904423.375000 
  0.666667 	   0.020000 	 700.000000 	  -0.000514 	 772.000000 	 904665.500000 
  0.666667 	   0.020000 	 1000.000000 	  -0.000398 	 780.000000 	 904736.062500 
  1.000000 	   0.020000 	 100.000000 	  -0.000726 	 533.000000 	 1931186.500000 
  1.000000 	   0.020000 	 400.000000 	  -0.000532 	 737.000000 	 904423.375000 
  1.000000 	   0.020000 	 700.000000 	  -0.000514 	 772.000000 	 904665.500000 
  1.000000 	   0.020000 	 1000.000000 	  -0.000398 	 780.000000 	 904736.062500 
  0.000000 	   0.038333 	 100.000000 	  -0.000398 	 780.000000 	 904736.062500 
  0.000000 	   0.038333 	 400.000000 	  -0.000508 	 530.000000 	 1858100.875000 
  0.000000 	   0.038333 	 700.000000 	  -0.000409 	 531.000000 	 901265.062500 
  0.000000 	   0.038333 	 1000.000000 	  -0.000337 	 552.000000 	 901265.062500 
  0.333333 	   0.038333 	 100.000000 	  -0.002984 	 308.000000 	 5317655.000000 
  0.333333 	   0.038333 	 400.000000 	  -0.000101 	 467.000000 	 901265.062500 
  0.333333 	   0.038333 	 700.000000 	  -0.000138 	 493.000000 	 942163.625000 
  0.333333 	   0.038333 	 1000.000000 	  -0.000108 	 509.000000 	 942163.625000 
  0.666667 	   0.038333 	 100.000000 	  -0.000108 	 509.000000 	 942163.625000 
  0.666667 	   0.038333 	 400.000000 	  -0.000194 	 395.000000 	 1038481.812500 
  0.666667 	   0.038333 	 700.000000 	  -0.000140 	 416.000000 	 993441.812500 
  0.666667 	   0.038333 	 1000.000000 	  -0.000109 	 421.000000 	 901265.062500 
  1.000000 	   0.038333 	 100.000000 	  -0.000511 	 243.000000 	 3407477.750000 
  1.000000 	   0.038333 	 400.000000 	  -0.000331 	 358.000000 	 901265.062500 
  1.000000 	   0.038333 	 700.000000 	  -0.000336 	 352.000000 	 902994.437500 
  1.000000 	   0.038333 	 1000.000000 	  -0.000365 	 362.000000 	 903082.312500 
  0.000000 	   0.056667 	 100.000000 	  -0.019977 	 281.000000 	 6424903.500000 
  0.000000 	   0.056667 	 400.000000 	  -0.000455 	 367.000000 	 2584556.500000 
  0.000000 	   0.056667 	 700.000000 	  -0.000315 	 413.000000 	 2375061.500000 
  0.000000 	   0.056667 	 1000.000000 	  -0.000264 	 383.000000 	 2382586.500000 
  0.333333 	   0.056667 	 100.000000 	  -0.006739 	 203.000000 	 5065787.000000 
  0.333333 	   0.056667 	 400.000000 	  -0.000351 	 293.000000 	 2089963.750000 
  0.333333 	   0.056667 	 700.000000 	  -0.000369 	 299.000000 	 4185764.750000 
  0.333333 	   0.056667 	 1000.000000 	  -0.000272 	 307.000000 	 2096876.125000 
  0.666667 	   0.056667 	 100.000000 	  -0.006717 	 164.000000 	 7029161.000000 
  0.666667 	   0.056667 	 400.000000 	  -0.000350 	 233.000000 	 1213577.500000 
  0.666667 	   0.056667 	 700.000000 	  -0.000301 	 239.000000 	 1815526.000000 
  0.666667 	   0.056667 	 1000.000000 	  -0.000277 	 245.000000 	 1126870.250000 
  1.000000 	   0.056667 	 100.000000 	  -0.001304 	 151.000000 	 4392435.500000 
  1.000000 	   0.056667 	 400.000000 	  -0.001304 	 151.000000 	 4392435.500000 
  1.000000 	   0.056667 	 700.000000 	  -0.000293 	 204.000000 	 1388737.000000 
  1.000000 	   0.056667 	 1000.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.000000 	   0.075000 	 100.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.000000 	   0.075000 	 400.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.000000 	   0.075000 	 700.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.000000 	   0.075000 	 1000.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.333333 	   0.075000 	 100.000000 	  -0.000232 	 212.000000 	 901263.125000 
  0.333333 	   0.075000 	 400.000000 	  -0.093841 	 169.000000 	 10483706.000000 
  0.333333 	   0.075000 	 700.000000 	  -0.093841 	 169.000000 	 10483706.000000 
  0.333333 	   0.075000 	 1000.000000 	  -0.008090 	 188.000000 	 5445617.000000 
  0.666667 	   0.075000 	 100.000000 	  -0.218990 	 117.000000 	 17393666.000000 
  0.666667 	   0.075000 	 400.000000 	  -0.008887 	 144.000000 	 5530859.500000 
  0.666667 	   0.075000 	 700.000000 	  -0.004311 	 150.000000 	 5070922.000000 
  0.666667 	   0.075000 	 1000.000000 	  -0.008817 	 152.000000 	 5638297.000000 
  1.000000 	   0.075000 	 100.000000 	  -0.008450 	 106.000000 	 6183692.500000 
  1.000000 	   0.075000 	 400.000000 	  -0.002293 	 124.000000 	 4559608.500000 
