0.03366	 0.02083	 0.04457	 662.50000	 0.00032
0.03566	 0.02088	 0.04457	 662.50000	 0.00031
0.03166	 0.02078	 0.04457	 662.50000	 0.00016
0.03466	 0.02085	 0.04462	 662.50000	 0.00032
0.03466	 0.02085	 0.04451	 662.50000	 0.00032
0.03266	 0.02080	 0.04462	 662.50000	 0.00032
0.03266	 0.02080	 0.04451	 662.50000	 0.00026
0.03466	 0.02085	 0.04457	 663.40000	 0.00026
0.03466	 0.02085	 0.04457	 661.60000	 0.00031
0.03266	 0.02080	 0.04457	 663.40000	 0.00031
0.03266	 0.02080	 0.04457	 661.60000	 0.00029
0.03366	 0.02083	 0.04468	 662.50000	 0.00032
0.03366	 0.02082	 0.04446	 662.50000	 0.00035
0.03366	 0.02083	 0.04462	 663.40000	 0.00038
0.03366	 0.02083	 0.04462	 661.60000	 0.00028
0.03366	 0.02083	 0.04451	 663.40000	 0.00038
0.03366	 0.02083	 0.04451	 661.60000	 0.00038
0.03366	 0.02083	 0.04457	 664.30000	 0.00037
0.03366	 0.02083	 0.04457	 660.70000	 0.00030
