0.45718	 0.03294	 0.04830	 472.00000	 0.00038
0.12842	 0.02128	 0.03001	 488.00000	 0.00106
0.78705	 0.03670	 0.04121	 773.00000	 0.00057
0.58752	 0.02227	 0.02386	 332.00000	 0.00103
0.58000	 0.04284	 0.05937	 567.00000	 0.00270
0.98037	 0.03569	 0.03601	 383.00000	 0.00053
0.76305	 0.04885	 0.05781	 644.00000	 0.00053
0.46635	 0.02764	 0.03637	 993.00000	 0.00004
0.75702	 0.04117	 0.04797	 813.00000	 0.00026
0.29521	 0.02943	 0.05193	 738.00000	 0.00062
0.99451	 0.07105	 0.07133	 128.00000	 0.01938
0.07590	 0.02157	 0.04074	 997.00000	 0.00354
0.31890	 0.02173	 0.02542	 812.00000	 0.00354
0.71257	 0.03878	 0.04636	 738.00000	 0.00354
0.58144	 0.03465	 0.04519	 537.00000	 0.00024
0.30994	 0.02121	 0.02390	 937.00000	 0.00077
0.14569	 0.02036	 0.02244	 463.00000	 0.00093
0.60791	 0.02612	 0.03007	 389.00000	 0.00039
0.62511	 0.04858	 0.06572	 934.00000	 0.00439
0.42853	 0.02399	 0.02931	 190.00000	 0.00005
0.33474	 0.03448	 0.06325	 351.00000	 0.00229
0.35104	 0.02004	 0.02012	 732.00000	 0.00099
0.84038	 0.03699	 0.04021	 961.00000	 0.00055
0.30324	 0.02692	 0.04282	 917.00000	 0.00037
0.19658	 0.02967	 0.06917	 857.00000	 0.00168
0.99112	 0.06114	 0.06151	 344.00000	 0.00078
0.39438	 0.03040	 0.04637	 349.00000	 0.00037
0.10660	 0.02527	 0.06941	 166.00000	 0.21481
0.64441	 0.02918	 0.03424	 935.00000	 0.00060
0.88615	 0.04520	 0.04844	 486.00000	 0.00029
0.31378	 0.03096	 0.05494	 939.00000	 0.00078
0.91551	 0.04740	 0.04992	 123.00000	 0.00245
0.57664	 0.02438	 0.02760	 857.00000	 0.00699
0.64405	 0.04898	 0.06499	 183.00000	 0.00399
0.67112	 0.05158	 0.06706	 763.00000	 0.05296
0.25548	 0.02396	 0.03548	 922.00000	 0.00036
0.48515	 0.03874	 0.05863	 623.00000	 0.00211
0.58935	 0.02275	 0.02466	 114.00000	 0.00040
0.44819	 0.04005	 0.06474	 355.00000	 0.08485
0.44955	 0.02896	 0.03992	 132.00000	 0.08485
0.91551	 0.02783	 0.02856	 120.00000	 0.00036
0.42853	 0.03284	 0.04995	 190.00000	 0.00052
0.85065	 0.03719	 0.04021	 350.00000	 0.00081
0.41424	 0.03093	 0.04637	 814.00000	 0.00038
0.52539	 0.02246	 0.02468	 948.00000	 0.00080
0.30210	 0.02117	 0.02389	 114.00000	 0.00082
0.78705	 0.03670	 0.04121	 773.00000	 0.00057
0.49432	 0.03399	 0.04830	 455.00000	 0.00034
0.63933	 0.03023	 0.03601	 909.00000	 0.00037
0.98442	 0.02974	 0.02989	 373.00000	 0.00034
0.23662	 0.02569	 0.04405	 922.00000	 0.00026
0.42853	 0.02399	 0.02931	 185.00000	 0.00046
0.25548	 0.03072	 0.06197	 922.00000	 0.00116
0.99112	 0.03489	 0.03502	 344.00000	 0.00084
0.99112	 0.06610	 0.06651	 354.00000	 0.01105
0.12095	 0.02249	 0.04062	 998.00000	 0.01105
0.76305	 0.04872	 0.05764	 658.00000	 0.00168
0.73931	 0.04074	 0.04806	 813.00000	 0.00052
0.64441	 0.02918	 0.03424	 555.00000	 0.00028
0.58144	 0.03465	 0.04519	 917.00000	 0.00030
0.71741	 0.03768	 0.04464	 738.00000	 0.00044
0.30324	 0.02692	 0.04282	 917.00000	 0.00037
0.85725	 0.04994	 0.05493	 486.00000	 0.00109
0.31378	 0.02893	 0.04845	 836.00000	 0.00061
0.43591	 0.02114	 0.02260	 463.00000	 0.00082
0.15353	 0.02249	 0.03621	 993.00000	 0.00033
0.47593	 0.03331	 0.04797	 798.00000	 0.00031
0.78569	 0.02248	 0.02316	 114.00000	 0.00062
0.29976	 0.02853	 0.04844	 484.00000	 0.00043
0.83373	 0.04662	 0.05193	 740.00000	 0.00088
0.24887	 0.02795	 0.05193	 361.00000	 0.00046
0.98037	 0.03569	 0.03601	 734.00000	 0.00044
0.33474	 0.03448	 0.06325	 351.00000	 0.00229
0.58144	 0.03465	 0.04519	 537.00000	 0.00024
0.58000	 0.02963	 0.03660	 567.00000	 0.00036
0.46038	 0.03485	 0.05226	 999.00000	 0.00019
0.35115	 0.02994	 0.04830	 472.00000	 0.00054
0.45707	 0.02006	 0.02012	 763.00000	 0.00081
0.60791	 0.02417	 0.02686	 389.00000	 0.00039
0.76305	 0.04885	 0.05781	 577.00000	 0.00117
0.60932	 0.02418	 0.02686	 389.00000	 0.00101
0.41283	 0.03089	 0.04637	 814.00000	 0.00051
0.35115	 0.02861	 0.04453	 472.00000	 0.00048
0.58144	 0.03465	 0.04519	 917.00000	 0.00030
0.57592	 0.03604	 0.04786	 595.00000	 0.00057
0.89023	 0.03081	 0.03214	 573.00000	 0.00029
0.57071	 0.03302	 0.04282	 618.00000	 0.00014
0.31396	 0.02881	 0.04806	 922.00000	 0.00032
0.99034	 0.03621	 0.03637	 360.00000	 0.00023
0.47314	 0.02468	 0.02989	 997.00000	 0.00030
0.22546	 0.02650	 0.04885	 947.00000	 0.00064
0.49010	 0.03015	 0.04070	 455.00000	 0.00005
0.42853	 0.02399	 0.02931	 185.00000	 0.00046
0.41786	 0.03183	 0.04830	 455.00000	 0.00039
0.79112	 0.04220	 0.04806	 813.00000	 0.00005
0.46038	 0.03485	 0.05226	 999.00000	 0.00019
0.43154	 0.03087	 0.04519	 537.00000	 0.00041
0.65137	 0.02607	 0.02931	 190.00000	 0.00047
0.60791	 0.02612	 0.03007	 373.00000	 0.00026
0.99375	 0.02983	 0.02989	 389.00000	 0.00039
0.71651	 0.03020	 0.03424	 997.00000	 0.00051
0.43830	 0.03403	 0.05202	 547.00000	 0.00037
0.45754	 0.02752	 0.03643	 988.00000	 0.00012
0.46599	 0.03316	 0.04824	 472.00000	 0.00036
0.66094	 0.03058	 0.03601	 919.00000	 0.00037
0.28163	 0.02631	 0.04239	 917.00000	 0.00045
0.26469	 0.02639	 0.04415	 922.00000	 0.00034
0.42853	 0.02458	 0.03068	 231.00000	 0.00034
0.71734	 0.03782	 0.04484	 813.00000	 0.00052
0.79629	 0.04212	 0.04778	 700.00000	 0.00052
