0.84799	 0.04768	 0.05265	 726.00000	 0.00223
0.33235	 0.02593	 0.03784	 192.00000	 0.00041
0.94159	 0.06428	 0.06703	 367.00000	 0.00041
0.09984	 0.02492	 0.06931	 433.00000	 0.02134
0.38310	 0.02350	 0.02913	 259.00000	 0.02134
0.37253	 0.03077	 0.04891	 742.00000	 0.00059
0.23266	 0.02324	 0.03392	 263.00000	 0.00033
0.42860	 0.02352	 0.02822	 343.00000	 0.00081
0.91640	 0.03542	 0.03683	 210.00000	 0.00048
0.18637	 0.02636	 0.05414	 886.00000	 0.00093
0.67100	 0.04698	 0.06021	 833.00000	 0.00135
0.40587	 0.03886	 0.06647	 979.00000	 0.00135
0.74427	 0.05298	 0.06432	 148.00000	 0.01693
0.76388	 0.04193	 0.04871	 830.00000	 0.00015
0.75107	 0.02873	 0.03162	 263.00000	 0.00066
0.50556	 0.03739	 0.05440	 768.00000	 0.00001
0.90367	 0.02387	 0.02428	 390.00000	 0.00025
0.25004	 0.03096	 0.06385	 246.00000	 0.00057
0.42774	 0.02052	 0.02123	 834.00000	 0.00080
0.51380	 0.02525	 0.03022	 593.00000	 0.00025
0.07432	 0.02385	 0.07178	 779.00000	 0.01440
0.07107	 0.02247	 0.05471	 603.00000	 0.00312
0.20098	 0.02452	 0.04248	 202.00000	 0.00051
0.41354	 0.03635	 0.05953	 360.00000	 0.00214
0.18449	 0.02180	 0.02976	 269.00000	 0.00072
0.58728	 0.03608	 0.04738	 882.00000	 0.00082
0.37728	 0.04054	 0.07445	 319.00000	 0.13358
0.22403	 0.02619	 0.04765	 238.00000	 0.00046
0.44680	 0.02072	 0.02161	 171.00000	 0.00108
0.29505	 0.02412	 0.03396	 709.00000	 0.00038
0.79798	 0.03558	 0.03952	 692.00000	 0.00034
0.02189	 0.02089	 0.06068	 808.00000	 0.00600
0.60315	 0.02849	 0.03407	 526.00000	 0.00051
0.05216	 0.02275	 0.07281	 333.00000	 0.01670
0.66453	 0.04581	 0.05885	 652.00000	 0.00312
0.08667	 0.02429	 0.06950	 966.00000	 0.01113
0.04267	 0.02192	 0.06492	 483.00000	 0.00276
0.63261	 0.04692	 0.06255	 571.00000	 0.00521
0.46269	 0.04079	 0.06493	 225.00000	 0.07758
0.21475	 0.02732	 0.05411	 752.00000	 0.00040
0.18449	 0.02436	 0.04365	 269.00000	 0.00069
0.20098	 0.02204	 0.03018	 202.00000	 0.00090
0.07581	 0.02166	 0.04194	 776.00000	 0.00360
0.20032	 0.03037	 0.07178	 217.00000	 0.07993
0.18852	 0.02262	 0.03390	 263.00000	 0.00061
0.24750	 0.02865	 0.05495	 752.00000	 0.00077
0.67100	 0.04268	 0.05380	 833.00000	 0.00088
0.42774	 0.02042	 0.02098	 834.00000	 0.00064
0.37253	 0.02718	 0.03928	 748.00000	 0.00026
0.79798	 0.04326	 0.04915	 699.00000	 0.00027
0.24984	 0.02866	 0.05467	 752.00000	 0.00077
