0.16364	 0.02882	 0.07390	 721.00000	 0.00023	 256.00000	 16353773.00000
0.34828	 0.02132	 0.02380	 245.00000	 0.00121	 647.00000	 2484977.50000
0.66057	 0.03026	 0.03554	 611.00000	 0.00032	 448.00000	 3823059.75000
0.90955	 0.03257	 0.03381	 577.00000	 0.00027	 448.00000	 1887517.37500
0.74359	 0.02827	 0.03112	 706.00000	 0.00305	 531.00000	 2912060.00000
0.70770	 0.02106	 0.02150	 844.00000	 0.00081	 777.00000	 1818063.62500
0.19090	 0.02488	 0.04559	 533.00000	 0.00052	 436.00000	 2984027.50000
0.37326	 0.02807	 0.04163	 253.00000	 0.00047	 414.00000	 7390458.00000
0.37045	 0.02202	 0.02545	 306.00000	 0.00069	 657.00000	 1796977.87500
0.92128	 0.04362	 0.04564	 863.00000	 0.00082	 284.00000	 2588059.25000
0.60629	 0.04184	 0.05602	 471.00000	 0.00146	 236.00000	 11020721.00000
0.22276	 0.02050	 0.02225	 241.00000	 0.00107	 706.00000	 2815819.00000
0.35789	 0.03574	 0.06398	 446.00000	 0.02786	 216.00000	 16685828.00000
0.87927	 0.03412	 0.03605	 371.00000	 0.00048	 377.00000	 6198470.00000
0.94839	 0.06694	 0.06949	 902.00000	 0.00048	 377.00000	 6198470.00000
0.81007	 0.03579	 0.03949	 442.00000	 0.00082	 352.00000	 4450551.50000
0.18119	 0.02349	 0.03926	 479.00000	 0.00044	 529.00000	 2978456.50000
0.04651	 0.02184	 0.05965	 419.00000	 0.00682	 381.00000	 10749966.00000
0.10292	 0.02239	 0.04319	 525.00000	 0.00043	 499.00000	 7568760.50000
0.81187	 0.02180	 0.02221	 290.00000	 0.00091	 670.00000	 1796976.62500
0.71233	 0.02940	 0.03320	 556.00000	 0.00035	 494.00000	 1825756.12500
0.87431	 0.06214	 0.06820	 163.00000	 0.02636	 143.00000	 20738258.00000
0.65845	 0.02689	 0.03047	 383.00000	 0.00031	 524.00000	 3807369.75000
0.24119	 0.02333	 0.03382	 407.00000	 0.00038	 566.00000	 3290111.00000
0.58790	 0.04344	 0.05987	 156.00000	 0.03148	 189.00000	 16240227.00000
0.00541	 0.02014	 0.04651	 796.00000	 0.00099	 512.00000	 7590629.50000
0.75419	 0.04843	 0.05770	 116.00000	 0.06562	 158.00000	 27780908.00000
0.57927	 0.05162	 0.07458	 814.00000	 0.04154	 158.00000	 19538366.00000
0.97678	 0.03874	 0.03919	 113.00000	 0.00350	 268.00000	 6234173.00000
0.94019	 0.03615	 0.03718	 389.00000	 0.00031	 383.00000	 4359013.50000
0.34067	 0.02420	 0.03232	 553.00000	 0.00014	 578.00000	 4310093.00000
0.13074	 0.02096	 0.02737	 797.00000	 0.00080	 694.00000	 2345291.50000
0.86355	 0.06450	 0.07154	 584.00000	 0.01840	 148.00000	 16391206.00000
0.83735	 0.04098	 0.04506	 147.00000	 0.00092	 270.00000	 7295850.50000
0.63464	 0.02689	 0.03086	 642.00000	 0.00018	 533.00000	 2029387.37500
0.09658	 0.02157	 0.03622	 849.00000	 0.00018	 533.00000	 2029387.37500
0.95230	 0.06212	 0.06423	 320.00000	 0.00338	 172.00000	 5561750.00000
0.61646	 0.02731	 0.03185	 427.00000	 0.00025	 536.00000	 3274697.25000
0.53188	 0.02556	 0.03045	 225.00000	 0.00060	 517.00000	 3263970.75000
0.70765	 0.05611	 0.07103	 960.00000	 0.07014	 165.00000	 18519912.00000
0.60182	 0.03131	 0.03879	 479.00000	 0.00025	 402.00000	 2069645.62500
0.23994	 0.02373	 0.03554	 623.00000	 0.00033	 540.00000	 3287006.25000
0.94019	 0.03645	 0.03750	 389.00000	 0.00024	 372.00000	 5165308.50000
0.62799	 0.04242	 0.05570	 471.00000	 0.00292	 237.00000	 5253104.50000
0.83735	 0.03709	 0.04041	 499.00000	 0.00072	 357.00000	 1929525.37500
0.71226	 0.02925	 0.03299	 152.00000	 0.00061	 422.00000	 4462191.50000
0.61646	 0.02577	 0.02936	 427.00000	 0.00028	 559.00000	 3768065.75000
0.24119	 0.02333	 0.03382	 407.00000	 0.00038	 566.00000	 3290111.00000
0.63355	 0.04596	 0.06097	 112.00000	 0.04219	 171.00000	 21137520.00000
0.18574	 0.02475	 0.04559	 563.00000	 0.00045	 439.00000	 3835918.75000
0.01203	 0.02032	 0.04651	 796.00000	 0.00079	 503.00000	 7665758.50000
0.61257	 0.02952	 0.03554	 611.00000	 0.00020	 467.00000	 4313292.00000
0.33525	 0.02972	 0.04900	 513.00000	 0.00065	 337.00000	 4125675.00000
0.01311	 0.02022	 0.03704	 787.00000	 0.00085	 564.00000	 7029940.00000
